"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","timeout","failed_images","failed_audio","failed_video","category","letter","correct_response","correct_response_key","trial_counter","current_image","test_triplet","foil_triplet","correct","firstSequencePaths","secondSequencePaths"
"","null","html-keyboard-response","572","2.0.0","583231","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","573","2.0.0","584233","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","574","2.0.0","585249","pbtb0o7fkvk","camel","stimuli/bridge_55.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","575","2.0.0","586263","pbtb0o7fkvk","camel","stimuli/field_18.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","576","2.0.0","587266","pbtb0o7fkvk","camel","stimuli/playground_23.jpg","null","","","","","","","","","","","","","","",""
"","244","html-keyboard-response","577","2.0.0","587511","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","","","","","2","","","","[""G"",""H"",""I""]","[""G"",""K"",""C""]","true","[""<p>Sequence 1</p>"",""stimuli/bridge_55.jpg"",""stimuli/coast_64.jpg"",""stimuli/bathroom_63.jpg""]","[""<p>Sequence 2</p>"",""stimuli/bridge_55.jpg"",""stimuli/field_18.jpg"",""stimuli/playground_23.jpg""]"
"","null","html-keyboard-response","578","2.0.0","588526","pbtb0o7fkvk","camel","<p>Sequence 1</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","579","2.0.0","589543","pbtb0o7fkvk","camel","stimuli/bridge_55.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","580","2.0.0","590558","pbtb0o7fkvk","camel","stimuli/field_18.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","581","2.0.0","591568","pbtb0o7fkvk","camel","stimuli/playground_23.jpg","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","582","2.0.0","592583","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","583","2.0.0","593587","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","584","2.0.0","594599","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","585","2.0.0","595615","pbtb0o7fkvk","camel","stimuli/bar_10.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","586","2.0.0","596621","pbtb0o7fkvk","camel","stimuli/stream_45.jpg","null","","","","","","","","","","","","","","",""
"","259","html-keyboard-response","587","2.0.0","596880","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","","","","","1","","","","[""G"",""H"",""I""]","[""J"",""B"",""F""]","true","[""<p>Sequence 1</p>"",""stimuli/bridge_55.jpg"",""stimuli/field_18.jpg"",""stimuli/playground_23.jpg""]","[""<p>Sequence 2</p>"",""stimuli/gym_24.jpg"",""stimuli/bar_10.jpg"",""stimuli/stream_45.jpg""]"
"","null","html-keyboard-response","588","2.0.0","597881","pbtb0o7fkvk","camel","<p>Sequence 1</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","589","2.0.0","598896","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","590","2.0.0","599911","pbtb0o7fkvk","camel","stimuli/coast_64.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","591","2.0.0","600925","pbtb0o7fkvk","camel","stimuli/desert_63.jpg","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","592","2.0.0","601927","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","593","2.0.0","602939","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","594","2.0.0","603955","pbtb0o7fkvk","camel","stimuli/woods_42.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","595","2.0.0","604957","pbtb0o7fkvk","camel","stimuli/street_56.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","596","2.0.0","605970","pbtb0o7fkvk","camel","stimuli/playground_23.jpg","null","","","","","","","","","","","","","","",""
"","267","html-keyboard-response","597","2.0.0","606238","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","","","","","1","","","","[""J"",""K"",""L""]","[""A"",""E"",""I""]","true","[""<p>Sequence 1</p>"",""stimuli/gym_24.jpg"",""stimuli/coast_64.jpg"",""stimuli/desert_63.jpg""]","[""<p>Sequence 2</p>"",""stimuli/woods_42.jpg"",""stimuli/street_56.jpg"",""stimuli/playground_23.jpg""]"
"","null","html-keyboard-response","598","2.0.0","607246","pbtb0o7fkvk","camel","<p>Sequence 1</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","599","2.0.0","608247","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","600","2.0.0","609250","pbtb0o7fkvk","camel","stimuli/coast_64.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","601","2.0.0","610264","pbtb0o7fkvk","camel","stimuli/desert_63.jpg","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","602","2.0.0","611266","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","603","2.0.0","612267","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","604","2.0.0","613269","pbtb0o7fkvk","camel","stimuli/kitchen_29.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","605","2.0.0","614284","pbtb0o7fkvk","camel","stimuli/field_18.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","606","2.0.0","615297","pbtb0o7fkvk","camel","stimuli/desert_63.jpg","null","","","","","","","","","","","","","","",""
"","1252","html-keyboard-response","607","2.0.0","616549","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","","","","","1","","","","[""J"",""K"",""L""]","[""D"",""H"",""L""]","true","[""<p>Sequence 1</p>"",""stimuli/gym_24.jpg"",""stimuli/coast_64.jpg"",""stimuli/desert_63.jpg""]","[""<p>Sequence 2</p>"",""stimuli/kitchen_29.jpg"",""stimuli/field_18.jpg"",""stimuli/desert_63.jpg""]"
"","null","html-keyboard-response","608","2.0.0","617560","pbtb0o7fkvk","camel","<p>Sequence 1</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","609","2.0.0","618573","pbtb0o7fkvk","camel","stimuli/bridge_55.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","610","2.0.0","619577","pbtb0o7fkvk","camel","stimuli/coast_64.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","611","2.0.0","620594","pbtb0o7fkvk","camel","stimuli/bathroom_63.jpg","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","612","2.0.0","621606","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","613","2.0.0","622606","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","614","2.0.0","623623","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","615","2.0.0","624627","pbtb0o7fkvk","camel","stimuli/coast_64.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","616","2.0.0","625631","pbtb0o7fkvk","camel","stimuli/desert_63.jpg","null","","","","","","","","","","","","","","",""
"","682","html-keyboard-response","617","2.0.0","626314","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","","","","","2","","","","[""J"",""K"",""L""]","[""G"",""K"",""C""]","true","[""<p>Sequence 1</p>"",""stimuli/bridge_55.jpg"",""stimuli/coast_64.jpg"",""stimuli/bathroom_63.jpg""]","[""<p>Sequence 2</p>"",""stimuli/gym_24.jpg"",""stimuli/coast_64.jpg"",""stimuli/desert_63.jpg""]"
"","null","html-keyboard-response","618","2.0.0","627353","pbtb0o7fkvk","camel","<p>Sequence 1</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","619","2.0.0","628368","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","620","2.0.0","629370","pbtb0o7fkvk","camel","stimuli/bar_10.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","621","2.0.0","630386","pbtb0o7fkvk","camel","stimuli/stream_45.jpg","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","622","2.0.0","631401","pbtb0o7fkvk","camel","<p></p>","null","","","","","","","","","","","","","","",""
"","null","html-keyboard-response","623","2.0.0","632417","pbtb0o7fkvk","camel","<p>Sequence 2</p>","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","624","2.0.0","633430","pbtb0o7fkvk","camel","stimuli/gym_24.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","625","2.0.0","634432","pbtb0o7fkvk","camel","stimuli/coast_64.jpg","null","","","","","","","","","","","","","","",""
"","null","image-keyboard-response","626","2.0.0","635434","pbtb0o7fkvk","camel","stimuli/desert_63.jpg","null","","","","","","","","","","","","","","",""
"","162","html-keyboard-response","627","2.0.0","635597","pbtb0o7fkvk","camel","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","","","","","2","","","","[""J"",""K"",""L""]","[""J"",""B"",""F""]","true","[""<p>Sequence 1</p>"",""stimuli/gym_24.jpg"",""stimuli/bar_10.jpg"",""stimuli/stream_45.jpg""]","[""<p>Sequence 2</p>"",""stimuli/gym_24.jpg"",""stimuli/coast_64.jpg"",""stimuli/desert_63.jpg""]"
"","12636","survey-text","628","2.0.0","648249","pbtb0o7fkvk","camel","","{""Q0"":""picking up on patterns"",""Q1"":""No"",""Q2"":""yes""}","","","","","","","","","","","","","","",""
"","1565","html-keyboard-response","629","2.0.0","649814","pbtb0o7fkvk","camel","
    <p>Thank you for participating!</p>
    <p>This experiment was designed to study how people recognize patterns in images.</p>
    <p>Press any key to finish.</p>"," ","","","","","","","","","","","","","","",""
