"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","category","letter","correct_response","correct_response_key","trial_counter","current_image","test_triplet","foil_triplet","correct","firstSequencePaths","secondSequencePaths"
"","","","","","image-keyboard-response","571","2.0.0","609693","p20xng64d9m","p73","null","stimuli/woods_26.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","572","2.0.0","610696","p20xng64d9m","p73","null","stimuli/bridge_48.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","573","2.0.0","611700","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","574","2.0.0","612703","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","575","2.0.0","613706","p20xng64d9m","p73","null","stimuli/desert_4.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","576","2.0.0","614710","p20xng64d9m","p73","null","stimuli/gym_67.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","577","2.0.0","615713","p20xng64d9m","p73","null","stimuli/coast_42.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","578","2.0.0","616058","p20xng64d9m","p73","344","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","1","","","1","","","","[""J"",""K"",""L""]","[""J"",""B"",""F""]","true","[""<p>Sequence 1</p>"",""stimuli/desert_4.jpg"",""stimuli/woods_26.jpg"",""stimuli/bridge_48.jpg""]","[""<p>Sequence 2</p>"",""stimuli/desert_4.jpg"",""stimuli/gym_67.jpg"",""stimuli/coast_42.jpg""]"
"","","","","","html-keyboard-response","579","2.0.0","617061","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","580","2.0.0","618065","p20xng64d9m","p73","null","stimuli/street_66.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","581","2.0.0","619069","p20xng64d9m","p73","null","stimuli/field_49.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","582","2.0.0","620073","p20xng64d9m","p73","null","stimuli/stream_50.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","583","2.0.0","621075","p20xng64d9m","p73","null","<p></p>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","584","2.0.0","622078","p20xng64d9m","p73","null","<p>Sequence 2</p>","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","585","2.0.0","623082","p20xng64d9m","p73","null","stimuli/desert_4.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","586","2.0.0","624086","p20xng64d9m","p73","null","stimuli/woods_26.jpg","null","","","","","","","","","","",""
"","","","","","image-keyboard-response","587","2.0.0","625090","p20xng64d9m","p73","null","stimuli/bridge_48.jpg","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","588","2.0.0","625402","p20xng64d9m","p73","310","<p>Press '1' if the first sequence was familiar, '2' if the second was.</p>","2","","","2","","","","[""J"",""K"",""L""]","[""A"",""E"",""I""]","true","[""<p>Sequence 1</p>"",""stimuli/street_66.jpg"",""stimuli/field_49.jpg"",""stimuli/stream_50.jpg""]","[""<p>Sequence 2</p>"",""stimuli/desert_4.jpg"",""stimuli/woods_26.jpg"",""stimuli/bridge_48.jpg""]"
"","","","","","html-keyboard-response","589","2.0.0","626404","p20xng64d9m","p73","null","<p>Sequence 1</p>","null","","","","","","","","","","",""
